time,kn,pressure,force,mass_0,mass_1,volumeLoading,massFlow_0,massFlow_1,massFlux_0,massFlux_1,regression_0,regression_1,web_0,web_1,exitPressure,dThroat,machNumber_0,machNumber_1
0.0,245.04689512271173,2331504.819654064,0.0,1.9438604544086848,1.0237771248576857,57.25020485400112,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.01495825667984825,0.0,0.0,0.0,0.0
0.03,238.45325610924007,2230838.436235678,1240.0611279230368,1.9438604544086848,1.0237771248576857,56.79977722326355,0.0,0.0,123.42702719324815,99.04096694611842,0.00011912103052385523,0.00011912103052385523,0.024880878969476147,0.014839135649324394,1237956.8381793182,0.0,0.04735212341588279,0.03797945486420995
0.06,236.467487713655,2200854.7811728027,1222.7700962169617,1.9353627789053731,1.0089263081219644,56.35792867750797,0.2832558501103903,0.7782830746344338,120.53718722251747,154.75237375539191,0.00023625050368082575,0.00023625050368082575,0.024763749496319175,0.014722006176167424,1221318.0246114987,0.0,0.04687226404346169,0.06022564163275947
0.09,235.20540939502052,2181878.9713078444,1211.8270897911145,1.9269929319704324,0.9943923706587118,55.92003590710267,0.2789948978313565,0.7634594799397765,119.10443790899053,151.47552647197736,0.00035277608510078684,0.00035277608510078684,0.024647223914899215,0.014605480594747464,1210787.818698227,0.0,0.04671754547496417,0.059460005071477216
0.12,234.14889363986129,2166042.180810789,1202.6942990745454,1.9186523245093015,0.9800342463955138,55.48574537744582,0.2780202487043656,0.7566243908109634,117.91322491298331,148.9451616693333,0.00046891684931559365,0.00046891684931559365,0.024531083150684408,0.014489339830532657,1201999.5111459794,0.0,0.04658814180690234,0.058891986367310516
0.15,233.0964277684258,2150309.951635817,1193.6218069817287,1.9103255504472292,0.965849015488942,55.055357073852875,0.2775591354024091,0.7504001656214714,116.80019981473401,146.4373775414572,0.0005847348671838219,0.0005847348671838219,0.02441526513281618,0.014373521812664429,1193269.2782525204,0.0,0.046485764181541205,0.05832184734722133
0.18,232.05252865773116,2134749.0903288843,1184.6481396397123,1.9020083817502904,0.951856456095364,54.6289485621412,0.2772389565646257,0.7436576030172264,115.70241138218059,143.98492875543732,0.0007002308224700805,0.0007002308224700805,0.02429976917752992,0.014258025857378169,1184634.072717873,0.0,0.04638426988525736,0.05776099884424476
0.21,230.94566793136966,2118296.8917509927,1175.1604542108212,1.8937009784184737,0.9380604289381249,54.20656347268308,0.2769134443938892,0.7367810163018573,114.62094134229848,141.56790141493207,0.000815406787653189,0.000815406787653189,0.02418459321234681,0.014142849892195062,1175504.268242104,0.0,0.04630741667546131,0.05723050328675347
0.24,229.67539982003916,2099475.812942171,1164.3066783871784,1.8854033980904827,0.9244631380146626,53.78829960035264,0.27658601093303314,0.7298290417151095,113.53392059706137,139.17839213846707,0.0009302428618509022,0.0009302428618509022,0.0240697571381491,0.014028013817997348,1165059.9035809468,0.0,0.04627938059805178,0.05676722211682149
0.27,228.68365637003274,2084826.1722517263,1155.858495497871,1.8771172823104756,0.9110680111031767,53.37628149496911,0.2762038593335718,0.7227080897164359,112.41134512664934,136.14295429025728,0.0010446880989119238,0.0010446880989119238,0.02395531190108808,0.013913568580936326,1156930.3980951873,0.0,0.04614344381305752,0.05591632361486381
