time,kn,pressure,force,mass_0,mass_1,volumeLoading,massFlow_0,massFlow_1,massFlux_0,massFlux_1,regression_0,regression_1,web_0,web_1,exitPressure,dThroat,machNumber_0,machNumber_1
0.0,278.56515486629723,2868993.0710057304,0.0,1.9438604544086848,1.543318419481343,67.27294002730024,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.01993332278370164,0.0,0.0,0.0,0.0
0.03,271.8253619445166,2757514.620554898,1543.7857599867814,1.9438604544086848,1.543318419481343,66.72124646447546,0.0,0.0,133.51250580521685,189.91889699448987,0.00012894486069760745,0.00012894486069760745,0.024871055139302396,0.019804377923004036,1530224.69171354,0.0,0.04142599415992116,0.05898611283974364
0.06,270.88613260779067,2742113.696051185,1534.9043253071823,1.9346613280308937,1.5239198045330828,66.1791746558603,0.30663754592636927,0.9532580442017066,130.5360729770112,276.77883062197907,0.0002559523050559672,0.0002559523050559672,0.024744047694944035,0.019677370478645675,1521678.2428496939,0.0,0.040728640061847315,0.08664231476441482
0.09,270.5750495051455,2737020.0068699233,1531.9668868611557,1.9255836987981763,1.5048984483733516,65.63881665739724,0.30258764109058295,0.9366328464149569,129.29913434497018,270.53557732726557,0.00038268831017814484,0.00038268831017814484,0.024617311689821855,0.019550634473523495,1518851.6515882083,0.0,0.04041720682428834,0.08483073546776423
0.12,270.36907017163117,2733649.2828398873,1530.0230512629414,1.9165090563728089,1.4859629429470995,65.09909385194112,0.30248808084557915,0.9336715950539829,128.26126294195905,266.06016461498064,0.0005093343324348869,0.0005093343324348869,0.024490665667565116,0.019423988451266756,1516981.105680328,0.0,0.040141717245855205,0.08351990975248004
0.15,270.2329772171783,2731423.07666633,1528.739238417226,1.9074246047058154,1.4670701728042614,64.55990648169569,0.3028150555664485,0.9325740603277178,127.26630291299251,261.87084689963115,0.0006359207520527941,0.0006359207520527941,0.024364079247947208,0.01929740203164885,1515745.7858560449,0.0,0.03986228818874848,0.08226218521433316
0.18,270.1453716324422,2729990.392607597,1527.91303542655,1.898328319653023,1.4482169910160758,64.02142228880562,0.30320950175974914,0.93164889469927,126.30309854429359,257.72952491036074,0.00076246778199664,0.00076246778199664,0.02423753221800336,0.019170855001705,1514950.6850024431,0.0,0.03958085729526644,0.08099432590569856
0.21,270.0717126331285,2728786.0104138628,1527.218489993232,1.8892188937612964,1.4294134001642511,63.48395327107015,0.30364752972421954,0.9304338914517096,125.36479935214861,253.56518491692285,0.0008889894520614842,0.0008889894520614842,0.024111010547938516,0.019044333331640156,1514282.360379377,0.0,0.03930366952902511,0.07971157043676864
0.24,269.98056603236415,2727295.9733222025,1526.359212545533,1.880095455384101,1.4106764447002222,62.94886030954237,0.30411461257318084,0.9286797947074765,124.44107638671817,248.89231226631225,0.001015489797044833,0.001015489797044833,0.023984510202955167,0.018917832986656807,1513455.4842349426,0.0,0.03903492193083522,0.07827535495960421
0.27,269.836456996106,2724940.756740158,1525.001001730027,1.870957848290571,1.3920768238645187,62.4164226327934,0.30458690311766146,0.9245742643077797,123.52282987898886,244.24688215640026,0.0011419637510209782,0.0011419637510209782,0.023858036248979024,0.018791359032680664,1512148.5244255874,0.0,0.03877994147276792,0.07687137090748081
0.30000000000000004,269.7031618614381,2722762.9669984127,1523.7451097650644,1.8618065731755151,1.3736285111323865,61.87868655454088,0.3050425038351993,0.9199862615729397,122.60015076775005,243.39509675868283,0.0012683959720586099,0.0012683959720586099,0.023731604027941392,0.018664926811643032,1510940.0513302344,0.0,0.03852061874311775,0.07666318347643299
0.33000000000000007,269.5727524315304,2720632.9679549104,1522.51677783162,1.8526428784891251,1.3549179685541395,61.34828419961909,0.30545648954633337,0.9291412421545668,121.69091373399938,236.79988523781702,0.001394789584207889,0.001394789584207889,0.02360521041579211,0.01853853319949375,1509758.004915173,0.0,0.03826445010916744,0.0746313587435244
0.3600000000000001,269.43936486001894,2718454.9852362457,1521.2607745803566,1.8434666781759288,1.336600084529796,60.816507273450135,0.30587334377321085,0.9164694779179916,120.79268670554912,234.32420537895976,0.0015211454162596262,0.0015211454162596262,0.023478854583740376,0.018412177367442016,1508549.3687425014,0.0,0.038012030880406195,0.07390579867929196
0.3900000000000001,269.3536629890153,2717055.9771293867,1520.4539919021938,1.8342780514816375,1.3182233742281726,60.2864486743915,0.3062875564763775,0.9188445665304931,119.9036814743639,230.53835310824658,0.001647462598214076,0.001647462598214076,0.023352537401785924,0.018285860185487564,1507773.035667902,0.0,0.037751280298582,0.07274220317856783
0.42000000000000015,269.2686478483329,2715668.451115025,1519.6538307391527,1.8250772008638858,1.2999479595331414,59.7547587880905,0.3066950205917222,0.9158755104260972,119.03747974190068,228.30481725062785,0.001773754943522237,0.001773754943522237,0.023226245056477763,0.018159567840179403,1507003.054175798,0.0,0.03749730555044468,0.07207031579723037
0.4500000000000002,269.1851521199657,2714305.986864292,1518.8681222420253,1.8158632568343678,1.2816010783896044,59.22372507898673,0.30713146765060095,0.9186941724351676,118.180923546335,225.13882683069824,0.0019000226482187544,0.0019000226482187544,0.023099977351781247,0.018033300135482887,1506246.9935216592,0.0,0.03724577953999741,0.07110101670502636
0.4800000000000002,269.0665357183716,2712370.8805933995,1517.752181446467,1.8066363391095266,1.2633011847255182,58.69430959880639,0.30756392416137296,0.9175603796309106,117.33407931349078,221.64789388748255,0.002026266149795056,0.002026266149795056,0.022973733850204944,0.017907056633906585,1505173.1153727693,0.0,0.03700489885845804,0.07004260359261548
0.5100000000000002,268.96734075657724,2710753.0202232567,1516.8191906253853,1.7973965494795365,1.245098045932192,58.16339624973629,0.3079929876663353,0.9147642807772065,116.48706585490915,219.56169402457132,0.0021524752628019122,0.0021524752628019122,0.02284752473719809,0.01778084752089973,1504275.3365151426,0.0,0.03675931891802544,0.06942137571288434
0.5400000000000003,268.86218754925574,2709038.384099636,1515.8303909771855,1.7881447687095433,1.2268292543295176,57.63223738051318,0.30839269233310745,0.9173524124222565,115.65436721494346,216.98460893506422,0.00227865561334367,0.00227865561334367,0.02272134438665633,0.01765466717035797,1503323.814799854,0.0,0.036519286373067485,0.06864583976559994
0.5700000000000003,268.76205346735327,2707405.975474394,1514.889010440452,1.7788807202748493,1.2085600035404458,57.09996895276883,0.3088016144897991,0.9177766407921932,114.82905510604135,214.82103880800202,0.0024048054693503987,0.0024048054693503987,0.022595194530649603,0.017528517314351243,1502417.9449807846,0.0,0.03628019066489468,0.06799896454704989
0.6000000000000003,268.6748728831342,2705985.0438203057,1514.0695848490257,1.7696046663879337,1.1902452428187602,56.5691146103978,0.30920179623052196,0.9196938202867082,114.0138858967971,211.68025241944522,0.0025309262821396217,0.0025309262821396217,0.02246907371786038,0.01740239650156202,1501629.4381275226,0.0,0.03604120369885027,0.06703506650643018
0.6300000000000003,268.58200505305257,2704471.7308174106,1513.1968846041957,1.7603166352457615,1.1720157602759678,56.040854897741596,0.3096010380724046,0.917250456165486,113.21073593885114,208.15126418855306,0.0026570218054211632,0.0026570218054211632,0.02234297819457884,0.01727630097828048,1500789.6702239618,0.0,0.035807004306657,0.06594903364632476
0.6600000000000004,268.44744242800704,2702279.560701125,1511.932699737264,1.7510164842816063,1.153932893504398,55.511673449754895,0.3100050321385088,0.9127672578575017,112.41459791645205,206.10609240301784,0.002783090385980807,0.002783090385980807,0.022216909614019193,0.017150232397720833,1499573.154198494,0.0,0.0355837211911608,0.06535114717167144
0.6900000000000004,268.3104011632549,2700047.7088749087,1510.645631145745,1.7417044687879548,1.135814111932767,54.98031799190547,0.3104005164550487,0.9143599021760838,111.61620224344951,204.59067434889883,0.0029091199210535246,0.0029091199210535246,0.022090880078946478,0.01702420286264812,1498334.636677978,0.0,0.03535988569845461,0.06492222795930273
0.7200000000000004,268.1810129521134,2697941.141145195,1509.430811627274,1.7323816181776455,1.117593472896471,54.44868945268977,0.31076168701031176,0.918116321553512,110.82563232973895,202.35526396839688,0.003035109683739906,0.003035109683739906,0.021964890316260095,0.016898213099961736,1497165.6346570991,0.0,0.03513653654734914,0.06425991767243736
0.7500000000000004,268.05398991151026,2695873.6917403704,1508.2385509394237,1.7230481235486004,1.0993693223570773,53.91588138558219,0.3111164876348364,0.918588172281291,110.04532335136847,200.50780529812707,0.003161061888003948,0.003161061888003948,0.021838938111996054,0.016772260895697694,1496018.3523390943,0.0,0.03491559707434555,0.06371959221094925
0.7800000000000005,267.94731919859095,2694137.9681439516,1507.237590526968,1.7137039577391318,1.08109470066147,53.38144156240676,0.31147219364895395,0.9206262501691986,109.273775219601,198.8610620599609,0.003286977213668395,0.003286977213668395,0.021713022786331606,0.016646345570033246,1495055.1502110676,0.0,0.03469283178850993,0.06323479856150363
0.8100000000000005,267.8337766928766,2692290.8973926734,1506.1724182237006,1.7043492064736805,1.0627460802594035,52.84766727513281,0.3118250421817089,0.9234457222505895,108.51531442580875,196.3828604635988,0.003412861564468974,0.003412861564468974,0.021587138435531027,0.016520461219232667,1494030.168630787,0.0,0.034475376026937544,0.06248630426770656
0.8400000000000005,267.7409517539334,2690781.212492164,1505.3018102399124,1.6949835660426742,1.0444428479274228,52.3114615553844,0.3121880143668765,0.9222957587662339,107.7629707884808,195.10027436367415,0.0035387129398116823,0.0035387129398116823,0.02146128706018832,0.01639460984388996,1493192.4038400934,0.0,0.034255273171897097,0.062111401394057804
